D002875|A11.284.187	A11.284.430.106.279.345.190
D005334|C23.888.119.344
D012640|C10.597.742	C23.888.592.742
D009207|C10.597.350.500	C23.888.592.350.500
D013226|C10.597.742.785	C23.888.592.742.785
D012640|C10.597.742	C23.888.592.742
D000015|C16.131.077
D012640|C10.597.742	C23.888.592.742
D001921|A08.186.211
D003294|C10.597.742.571	C23.888.592.742.571
D009123|C10.597.613.575	C23.888.592.608.575
D005385|A01.378.800.667.430
D001921|A08.186.211
D008607|C10.597.606.360	C23.888.592.604.646
D005334|C23.888.119.344
D009123|C10.597.613.575	C23.888.592.608.575
D012640|C10.597.742	C23.888.592.742
D008607|C10.597.606.360	C23.888.592.604.646
D012640|C10.597.742	C23.888.592.742
D003294|C10.597.742.571	C23.888.592.742.571
