D002875|A11.284.187	A11.284.430.106.279.345.190
D010009|C05.116.099.708	C16.320.728
D059327|C05.660.585.262	C16.131.621.585.262
D013909|A01.923.761
D056305|C05.116.511
D000013|C16.131
D000013|C16.131
D050276|A02.835.232.087.319
D012782|A01.378.800.750
D007717|A01.378.610.450
D000842|A01.378.610.250.149
D047928|C13.703.420.491.500
D006132|A02.835.232.251.352
D013131|A02.835.232.834
D006615|A01.378.610.400
D004194|C23.550.288
D005269|A02.835.232.043.650.247
D005272|A02.835.232.043.650.247.510
D013666|A12.200.882
D005096|C05.116.540.310
D004392|C05.116.099.343	C16.320.240	C19.297
D013909|A01.923.761
D012272|A02.835.232.570.500
D005660|C05.116.099.386	C05.660.386	C16.131.621.386
D066166|C05.116.099.739	C05.182.525	C05.660.745	C16.131.621.745	C17.300.182.525
D005269|A02.835.232.043.650.247
D060905|C05.116.214.500.500	C23.300.970.249.500
D007085|A02.835.232.043.825.434
D056305|C05.116.511
D058430|A02.835.232.087.090.400.400
D059327|C05.660.585.262	C16.131.621.585.262
D050279|A02.835.232.087.319.550
D013933|A01.378.800.667.430.705
D000842|A01.378.610.250.149
D059327|C05.660.585.262	C16.131.621.585.262
D047928|C13.703.420.491.500
D006132|A02.835.232.251.352
