D002875|A11.284.187	A11.284.430.106.279.345.190
D049288|C05.651.534.500.280	C10.668.491.175.500.149	C16.320.577.280
D049310|C05.651.534.500.074	C10.668.491.175.500.074	C16.320.577.074
D018482|A02.633.567	A10.690.552.500
D004194|C23.550.288
D012886|A02.835.232.781
D009132|A02.633	A10.690
D009132|A02.633	A10.690
D009135|C05.651	C10.668.491
D014617|A11.284.430.214.190.875.190.920
D004194|C23.550.288
D018482|A02.633.567	A10.690.552.500
D004194|C23.550.288
D014617|A11.284.430.214.190.875.190.920
D012508|A11.284.149.707
D018482|A02.633.567	A10.690.552.500
D012886|A02.835.232.781
D009132|A02.633	A10.690
D044967|A12.207.152.846	A15.145.846
