D002875|A11.284.187	A11.284.430.106.279.345.190
D004912|A11.118.290	A11.443.240	A15.145.229.334
D044342|C18.654.521
D004912|A11.118.290	A11.443.240	A15.145.229.334
D012463|A12.200.666
D044342|C18.654.521
D004912|A11.118.290	A11.443.240	A15.145.229.334
D012634|A12.200
D004848|A10.272
D012463|A12.200.666
D001769|A12.207.152	A15.145
D044967|A12.207.152.846	A15.145.846
D004912|A11.118.290	A11.443.240	A15.145.229.334
D004912|A11.118.290	A11.443.240	A15.145.229.334
D004912|A11.118.290	A11.443.240	A15.145.229.334
D044967|A12.207.152.846	A15.145.846
D004912|A11.118.290	A11.443.240	A15.145.229.334
