D002875|A11.284.187	A11.284.430.106.279.345.190
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D017949|A08.675.650.850.625.670.100	A08.675.650.915.937.670.100	A08.800.950.937.670.100	A09.371.729.831.625.670.100	A11.671.650.850.625.670.100	A11.671.650.915.937.670.100
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D003117|C10.597.751.941.256	C11.270.151.500	C11.966.256	C23.888.592.763.941.256
D012080|C05.116.198.816.750	C12.777.419.080	C13.351.968.419.795	C18.452.104.816.750	C18.452.174.845.750	C18.654.521.500.133.770.734.750	C19.642.355.480.500
D012607|C10.597.751.941.811	C11.966.811	C23.888.592.763.941.811
D000077765|C11.270.151	C11.768.216
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D020795|C10.597.751.941.661	C11.966.741	C23.888.592.763.941.661
D009759|C10.292.562.675	C11.590.400
D017949|A08.675.650.850.625.670.100	A08.675.650.915.937.670.100	A08.800.950.937.670.100	A09.371.729.831.625.670.100	A11.671.650.850.625.670.100	A11.671.650.915.937.670.100
D012080|C05.116.198.816.750	C12.777.419.080	C13.351.968.419.795	C18.452.104.816.750	C18.452.174.845.750	C18.654.521.500.133.770.734.750	C19.642.355.480.500
D020419|A08.675.650.850.625.670	A08.675.650.915.937.670	A08.800.950.937.670	A09.371.729.831.625.670	A11.671.650.850.625.670	A11.671.650.915.937.670
D020795|C10.597.751.941.661	C11.966.741	C23.888.592.763.941.661
D001766|C10.597.751.941.162	C11.966.075	C23.888.592.763.941.162
D005584|A09.371.729.522.436
D017949|A08.675.650.850.625.670.100	A08.675.650.915.937.670.100	A08.800.950.937.670.100	A09.371.729.831.625.670.100	A11.671.650.850.625.670.100	A11.671.650.915.937.670.100
D012374|A08.675.650.850.625.670.375.500	A08.675.650.850.625.670.650.650	A08.675.650.915.937.670.375.500	A08.675.650.915.937.670.650.650	A08.800.950.937.670.375.500	A08.800.950.937.670.650.650	A09.371.729.831.625.670.375.500	A09.371.729.831.625.670.650.650	A11.671.650.850.625.670.375.500	A11.671.650.850.625.670.650.650	A11.671.650.915.937.670.375.500	A11.671.650.915.937.670.650.650
D012374|A08.675.650.850.625.670.375.500	A08.675.650.850.625.670.650.650	A08.675.650.915.937.670.375.500	A08.675.650.915.937.670.650.650	A08.800.950.937.670.375.500	A08.800.950.937.670.650.650	A09.371.729.831.625.670.375.500	A09.371.729.831.625.670.650.650	A11.671.650.850.625.670.375.500	A11.671.650.850.625.670.650.650	A11.671.650.915.937.670.375.500	A11.671.650.915.937.670.650.650
D008566|A10.615
D017949|A08.675.650.850.625.670.100	A08.675.650.915.937.670.100	A08.800.950.937.670.100	A09.371.729.831.625.670.100	A11.671.650.850.625.670.100	A11.671.650.915.937.670.100
D012080|C05.116.198.816.750	C12.777.419.080	C13.351.968.419.795	C18.452.104.816.750	C18.452.174.845.750	C18.654.521.500.133.770.734.750	C19.642.355.480.500
D016615|A11.284.430.106.279.345.190.160.845
D004194|C23.550.288
D057130|C11.270.516	C11.768.364
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D004194|C23.550.288
D004194|C23.550.288
D004194|C23.550.288
D009759|C10.292.562.675	C11.590.400
D003117|C10.597.751.941.256	C11.270.151.500	C11.966.256	C23.888.592.763.941.256
D012607|C10.597.751.941.811	C11.966.811	C23.888.592.763.941.811
D055213|A09.371.670.500	A09.371.729.887
D017949|A08.675.650.850.625.670.100	A08.675.650.915.937.670.100	A08.800.950.937.670.100	A09.371.729.831.625.670.100	A11.671.650.850.625.670.100	A11.671.650.915.937.670.100
D012080|C05.116.198.816.750	C12.777.419.080	C13.351.968.419.795	C18.452.104.816.750	C18.452.174.845.750	C18.654.521.500.133.770.734.750	C19.642.355.480.500
D018450|C23.550.291.656
D012080|C05.116.198.816.750	C12.777.419.080	C13.351.968.419.795	C18.452.104.816.750	C18.452.174.845.750	C18.654.521.500.133.770.734.750	C19.642.355.480.500
