D007422|A03.556.124
D000013|C16.131
D007409|C06.198.719	C06.405.469.445	C16.131.314.466
D045822|C06.405.469.531.568	C23.300.970.500
D008643|A01.923.047.025.600.451
D008643|A01.923.047.025.600.451
D007421|A03.556.124.684
D000013|C16.131
D007421|A03.556.124.684
D000005|A01.923.047
D007421|A03.556.124.684
D007409|C06.198.719	C06.405.469.445	C16.131.314.466
