D002875|A11.284.187	A11.284.430.106.279.345.190
D007249|C23.550.470
D014934|A18.450.500.500
D003231|C11.187.183
D004890|C17.800.229	C23.888.885.328
D005143|A01.456.505.420.504	A09.371.337
D009092|A10.615.550
D003141|C01.539.221
D009055|A01.456.505.631	A03.556.500	A14.549
D009305|A04.623.557	A14.724.557
D014132|A04.889
D005836|A05.360.319
D044967|A12.207.152.846	A15.145.846
D044342|C18.654.521
D018476|C10.597.350.400	C23.888.592.350.400
D007830|A04.329
D008173|C08.381.495
D004194|C23.550.288
D009092|A10.615.550
D006849|C10.228.140.602
D003128|C10.597.606.358.800.200	C23.888.592.604.359.800.200
D005885|C07.465.714.258.428.250
D005123|A01.456.505.420	A09.371
D058627|C05.660.207.536	C10.500.507.400.249	C16.131.621.207.532	C16.131.666.507.400.249
D003231|C11.187.183
D005143|A01.456.505.420.504	A09.371.337
D014934|A18.450.500.500
D003228|A09.371.060.200	A09.371.337.168
D005123|A01.456.505.420	A09.371
D003616|C10.228.140.252.300	C10.228.140.602.500	C10.500.205	C16.131.666.205
D009305|A04.623.557	A14.724.557
D012634|A12.200
D012137|A04
D012634|A12.200
D003231|C11.187.183
D008566|A10.615
D003228|A09.371.060.200	A09.371.337.168
D006685|C08.360.940.490	C08.618.490	C09.400.940.490	C10.597.975.550	C23.888.592.979.550	C23.888.852.490
D008566|A10.615
D014827|A04.329.364.737
D001249|C08.127.108	C08.381.495.108	C08.674.095	C20.543.480.680.095
D008478|C08.846.187.290	C23.550.325.250
D008566|A10.615
D008169|C01.539.830.025.490	C08.381.450	C08.730.407
D005881|A14.549.167.646.480
D008566|A10.615
D003231|C11.187.183
D008566|A10.615
D005881|A14.549.167.646.480
D008566|A10.615
D006470|C23.550.414
D005929|C07.465.910.363.447
D012852|C08.460.692.752	C08.730.749	C09.603.692.752
D010614|A03.556.750	A04.623	A14.724
D004381|C06.405.469.275.800.348	C06.405.748.586.349
D013270|A03.556.875.875
D004423|A01.456.313	A09.246
D005402|C23.300.575
D007830|A04.329
D001980|A04.411.125
D008168|A04.411
D005836|A05.360.319
D041981|A03.556
D003616|C10.228.140.252.300	C10.228.140.602.500	C10.500.205	C16.131.666.205
D020246|C14.907.355.830.925
D013927|C14.907.355.830
D010949|A12.207.152.693	A12.207.270.695	A15.145.693
D012008|C23.550.291.937
D016388|C07.465.714.804	C07.793.870
D003315|A09.371.060.217
D013666|A12.200.882
D000072662|A10.830	C23.149.625
D008566|A10.615
D007249|C23.550.470
D005347|A11.329.228
D014934|A18.450.500.500
D005140|A01.456.505.420.504.421	A09.371.337.338	A17.360.421
D007239|C01.539
D004423|A01.456.313	A09.246
D004432|A09.246.397
D006849|C10.228.140.602
D002552|A08.186.211.140
D001826|A12.207
D002535|A08.186.211.132.659.413.875.187	A08.186.211.140.187
D013927|C14.907.355.830
D004195|C22.232
D058627|C05.660.207.536	C10.500.507.400.249	C16.131.621.207.532	C16.131.666.507.400.249
D009092|A10.615.550
D058225|C23.300.821
D015354|C10.597.751.941.905	C11.966.905	C23.888.592.763.941.848
D001766|C10.597.751.941.162	C11.966.075	C23.888.592.763.941.162
D005885|C07.465.714.258.428.250
D010518|C07.465.714.533
D016388|C07.465.714.804	C07.793.870
D005891|C07.465.714.258.480
D013927|C14.907.355.830
D001808|A07.015
D012141|C01.539.739	C08.730
D005402|C23.300.575
D007830|A04.329
D001980|A04.411.125
D000402|C08.618.846.185
D008168|A04.411
D014621|A05.360.319.779
D002584|A05.360.319.679.256
D058225|C23.300.821
D007669|C12.777.419.600.500	C12.777.967.249.500	C12.777.967.500.503	C13.351.968.419.600.500	C13.351.968.967.249.500	C13.351.968.967.500.503	C23.300.175.850.550
D006849|C10.228.140.602
D003616|C10.228.140.252.300	C10.228.140.602.500	C10.500.205	C16.131.666.205
D007249|C23.550.470
D009092|A10.615.550
D003141|C01.539.221
